date,Sump 01,Sump 02,Sump 03,Sump 03B,Sump 03C,Sump 04,Sump 05
12/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
31/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/06/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
31/07/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
31/08/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/09/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
31/10/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
