date,Sump 01,Sump 02,Sump 03,Sump 03B,Sump 03C,Sump 04,Sump 05
16/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
31/12/2019,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
31/01/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/02/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
31/03/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/04/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
31/05/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/06/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
31/07/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
31/08/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
